#################################################################################	#################################################################################
V-sign	vijaya_cihna/XqRtawASUcaka_chihna/vijaya-cihna
vulcanisation	valkanIkaraNa
vulcanised	ganXakI/valkanIkqwa
vulcaniser	valkanIkAra
vulcanises	valkaniwa_karanA
vulcanise	valkaniwa_karanA/valkanIkaraNa_kara/valkanIkaraNa_ho
vulcanising	valkaniwa_karanA
vulcanite	valkanAita/ganXaka-miSriwa_kadA_rabara
vulcanization	valkanIkaraNa
vulcanized	valkaniwa_karanA/valkanIkqwa
vulcanizer	valkanIkAraka/valkanIkAra
vulcanizes	valkaniwa_karanA
vulcanize	valkaniwa_karanA/valkanIkaraNa_kara/valkanIkaraNa_ho
vulcanizing	valkaniwa_karanA
vulcanology	jvAlAmuKIvijFAna
Vulcan	valkana
vulgar	asaMskqwa/aSlIla/Ama/aSiRta
vulgarer	aSiRta
vulgarest	aSiRta
vulgar-fraction	sAXAraNa_Binna
vulgarian	asaMskqwa_XanI_vyakwi
vulgarisation	pracAlana/asaByIkaraNa
vulgarise	pracaliwa_kara/aSlIlawApUrNa_vyavahAra_kara/aSlIla_banA_xe
vulgariser	pracaliwa_karane_vAlA/aSlIla_kara_xene_vAlA
vulgarism	GatiyApana/aSlIla_BARA
vulgarities	aSiRtawA
vulgarity	aSiRtawA/GatiyApana
vulgarization	pracAlana/asaByIkaraNa
vulgarize	pracaliwa_kara/aSlIlawApUrNa_vyavahAra_kara/aSlIla_banA_xe
vulgarizer	pracaliwa_karane_vAlA/aSlIla_kara_xene_vAlA
vulgarly	asaByawA_se/aSlIlawApUrvaka/aSlIla_Dafga_se
vulgars	aSiRta
Vulgate	valgeta
vulnerabilities	xoRa-pUrNawA
vulnerability	xoRa-pUrNawA/awisaMvexanaSIlawA/arakRiwawA
vulnerable	Bexya/kamajora/awisaMvexanaSIla/asurakRiwa/AGAwa_yogya
vulnerablenesses	xoRa-pUrNawA
vulnerableness	xoRa-pUrNawA
vulnerabler	kamajora
vulnerablest	kamajora
vulnerably	asurakRiwa_rUpa_se
vulpecular	lomadI_jEsA
vulphine	lomadI_jEsA
vulpine	lomadI_jEsA
vulture	cIla/gixXa/loBI
vultures	loBI
vulturine	hiMsra/gixXa_jEsA
vulturous	hiMsra/gixXa_jEsA
vulval	yonimuKIya
vulvar	yonimuKIya
vulva	yonimuKa
vulviform	xarre_ke_AkAra_kA/bahirBagAkAra
vulvitis	yoniSoWa
V	'V'Akqwi/volta/vI-AkAra/vI/paFcama/V_Akqwi
vyinger	sparXA_karawe_hue
vyingest	sparXA_karawe_hue
vying	sparXA_karawe_hue
vyings	sparXA_karawe_hue
Wabash	vAbESa
wackily	pAgaloM_kI_waraha_se
wacko	sanakI_vyakwi
wacky	pAgala/hAsyAspaxa
WA	dablyU_e
wadded	dAta_banAnA
wadding	dAta_banAnA/gaxxIxara_BarAva
waddle	dagamagAwI_cAla/bawaKa_kI_waraha_cala/dagamagAwe_hue_cala
waddled	bawaKa_kI_waraha_calanA
waddler	dagamagAwe_hue_calane_vAlA
waddles	bawaKa_kI_waraha_calanA
waddling	bawaKa_kI_waraha_calanA
waded	kaTinAI_pUrvaka_pExala_pAra_karanA
wade	kaTinAI_pUrvaka_pExala_pAra_kara/pExala_pAra_kara/pAnI_meM_kaTinAI_se_pAra_jA
wader	jalapakRI
waders	jafGA_waka_kA_jUwA/jala-saha_jUwA
wades	kaTinAI_pUrvaka_pExala_pAra_karanA
wad	gaxxI/PAhA/gaddI/cutakI/TasATasa_Bara/Bara/dAta_banA
wading-bird	CiCale_sWAna_kA_pakRI
wading	kaTinAI_pUrvaka_pExala_pAra_karanA/pAnI_meM_calanA
wads	Dera_sArA/dAta_banAnA
wafered	tikiyA_se_banxa_karanA
wafering_noun	varakana
wafering	tikiyA_se_banxa_karanA
wafer-like	vePara_ke_samAna
wafer_noun	varaka
wafer	pApada/vePara/tukadA/pawalI_rotI/leI_kI_tikiyA/kurakurA_biskuta/tikiyA_se_banxa_kara
wafers	tikiyA_se_banxa_karanA
wafer-thin	vePara_ke_samAna_pawalA/bahuwa_pawalA/bahuwa_kama/bahuwa_pawalA
waffled	pawalI_mITI_rotI
waffle-iron	pawalI_rotI_pakAne_ke_lie_lohe_kA_upakaraNa
waffle	pawalI_mITI_rotI/vaPala/korI_gappa/nirarWaka_gappa_ladA/hicakicA/besira-pEra_kI_liKa
waffler	aspaRta_bAwa_liKane_vAlA/aspaRta_bAwa_karane_vAlA
waffles	pawalI_mITI_rotI
waffling	pawalI_mITI_rotI
wafted	bahA_le_jAnA
wafting	bahA_le_jAnA
waft	JoMkA/laharAwA_huA_JaNdA/PElA_xe/uda_kara_A/baha_kara_A/bahA_le_jA
wafts	bahA_le_jAnA
wafture	safkewa
wage-claim	vewana-mAzga
waged	kirAyA_karanA
wage-earner	vewana-BogI
wage-earning	vewanaBogI_vargIya/SramajIvI
wage	majaxUrI/wanaKAha/vewana/SurU_kara/kara/kirAyA_kara
wage-packet	vewana-liPAPA/BugawAna_liPAPA
wagered	xAzva_lagAnA
wagerer	xAzva_lagAne_vAlA/juArI
wager	hoda/bAjI_para_lagAI_rakama/bAjI/xAzva_para_lagA/Sarwa_lagA/xAzva_lagA
wagering	xAzva_lagAnA
wagers	xAzva_lagAnA
wages	kirAyA_karanA/wanaKvAha/vewana/prawixAna/majaxUrI/meM_lagA_raha
wagged	hilanA
waggery	masaKarApana/majAka
wagging	hilanA
waggishly	majAkiyA_Dafga_se
waggish	majAkiyA
waggishness	masaKarApana
waggle	hilAnA/luDakawe_hue_cala/hilA
waggon	cO_pahiyA_CakadA/vEgana/cOpahiyA_gAdI
waggoned	cO_pahiyA_CakadA
waggoner	cO_pahie_vAlI_gAdI_hAzkanevAlA/vEgana-cAlaka
waggoners	cO_pahie_vAlI_gAdI_hAzkanevAlA
waggoning	cO_pahiyA_CakadA
waggons	cO_pahiyA_CakadA
waggonwright	vEgana-nirmAwA
waging	kirAyA_karanA
wagon	dibbA/vEgana/pahiexAra_meja/cOpahiyA_gAdI/cO_pahiyA_CakadA
wagoned	cO_pahiyA_CakadA
wagoner	cO_pahie_vAlI_gAdI_hAzkanevAlA/vEgana-cAlaka
wagoners	cO_pahie_vAlI_gAdI_hAzkanevAlA
wagoning	cO_pahiyA_CakadA
wagon-lit	SayanayAna
wagonload	mAlaBAra
Wagon	sapwarRi
wagons	cO_pahiyA_CakadA
wagonwright	vEgana-nirmAwA
wags	hilanA
wagtail	KaFjana
wag	TaToliyA/vAkvixagXa/masaKarA/hilAnA/hilA/hila
Wahabism	vahAbIvAxa
Wahabi	vahAbI
Wahhabism	vahAbIvAxa
Wahhabi	vahAbI
Wahvey	vAhve
wah-wah	vA-vA
waif	pariwyakwa_SiSu/lAvArisa_baccA/padI_huI_vaswu
waifs	pariwyakwa_SiSu
wailed	vilApa_karanA
wailer	vilApa_karane_vAlA
wailful	SokapUrNa
wailing	vilApa_karanA/SokapUrNa/kranxana
wail	ro/AvAja/ronA/xuKadA_ro/vilApa_kara/UzcI_AvAja_meM_ro/sAzya-sAzya_kara/myAUz-myAUz_kara/AvAja_kara
wails	vilApa_karanA
wainscoted	waKwabanxI/kARTAswariwa
wainscoting	waKwabanxI/kARTAswariwa_xIvAra/kARTAswaraNa
wainscots	waKwabanxI
wainscotting	kARTAswariwa_xIvAra/kARTAswaraNa
wainscot	waKwabanxI/kARTAswaraNa/anxarUnI_xIvAra_kI_nicalI_pattikA
Wain	vena
wainwright	vEgana-nirmAwA
waistband	kamarabanxa/kamarapetI
waistbands	kamarabanxa
waistcloth	kamarapetI
waistcoats	vAskata
waistcoat	vAskata/PawuhI
waist-deep	kamara_waka_gaharA/kamara_waka_gahare
waist-high	kamara_waka_UzcA/kamara_waka
waist	kamara
waist-length	kamara_waka_kA
waistline	kamarareKA/kati-viswAra/kamara
waistlines	kamarareKA
waists	kamara
waited	prawIkRA_karanA
waiters	vetara
waiter	vetara/iMwajAra_karane_vAlA/bErA
waiting-list	prawIkRA-sUcI
waiting	prawIkRA_karanA/prawIkRArawa/iMwajAra
wait	prawIkRA/iMwajAra/prawIkRA_kara/vetara_kA_kAma_kara/Tahara/roka_xe
waitresses	vetara
waitress	vetara/mahilA_vetara/vetara{swrI.}/mahilA_vetara_kA_kAma_kara
waits	prawIkRA_karanA
waive	Coda
waived	CodanA
waiver	ArWika_CUta/aXiwyAga-pawra/aXiwyAga/byAjaxAvA
waivers	bAjaxAvA
waives	CodanA
waiving	CodanA
wakeboard	warafga-pattI
waked	jagAnA
wakeful	cAka_cOkasa/sajaga/cOkannA
wakefulness	jAgqwa_avasWA/jAgarUkawA/anixrA
wakeless	gADA
wakened	jagA
wakening	jagA/jAganA
waken	jagA/uTA/jAga/jAga_jA
wakens	jagA
wake-of	ke_bAxa
wake	prakRipwa_jala/pariNAma/murxe_kI_xeKa-reKa/jagA/sacewa_kara/jAgrqwa_kara/jAga
waker	jagAne_vAlA
wake-robin	veka_rabina
wakes	jagAnA
Wake	veka
waking	jagAnA/jAgqwa/rawajagA
Walapai	valapAi
Walbiri	vAlabarI
Waldheim	vAldAima
waleaf	calanA
waleafs	calanA
waled	cihna_karanA
waler	cihna_karanA
wale	sAzta/XArI/majabUwa_waKwA/cihna_kara
wales	cihna_karanA
walest	cihna_karanA
Wales	velsa
waling	cihna_karanA
walkabout	pExala_yAwrA/oYstreliyAI_AxivAsiyoM_kA_KAnAbaxoSoM_kI_waraha_BramaNa/anOpacArika_rUpa_se_janasAXAraNa_se_BeMta
walkaway	AsAna_jIwa
walk	cAla/xulakI_cAla/tahalanA/tahala/pExala_rAswA/pExala_kI_xUrI/calane_kA_warIkA/xiKAI_xe/tahalA/praveSa_kara/pExala_yAwrA_kara/pExala_pAra_kara/pExala_cala/pExala_A/nApa/ke_sAWa_cala/cala/bahuwa_XIre_cala/A
walked	calanA
walker	calanevAlA/vAkara/pExala_calane_vAlA/cala-sahAyaka/ArAmaxeha_jUwA
walkers	calanevAlA
walkie-talkie	vAkI-tAkI/suvAhya_rediyo
walking	cala/sacala/pExala_cala_kara_jAne_lAyaka/calawA-PirawA/tahalanA/calanA
walkinger	calanA
walkingest	calanA
walkings	calanA
walking-stick	CadI
walkingstick	vAkiMga_stika
walk-in	viSAla/prawyakRa/bahuwa_badA/suniSciwa_vijaya/rAjanEwika_SaraNa_ke_lie_palAyana_karane_vAlA_gupwacara/praveSa-xvAra_vAlA_CotA_kakRa/binA_niyojiwa_BeMta_ke_calA_Ane_vAlA
Walkman	vAkamEna
walkman	voYkamana
walk-on	saMvAxarahiwa/CotA_mottA/CotI-motI_BUmikA_karane_vAlA
walk-out	hadawAla/saBA-wyAga
walkout	viroXa_meM_saBAwyAga/hadawAla
walkover	katicakrAsana/AsAna_kAma
walk-over	vaka-ovara/AsAna_jIwa
walks	calanA
walk-through	xiKAnA/viswqwa_varNana/nicalI_maFjila_kA_paxayAwrI-mArga/nAtaka_kA_praWama_pUrvAByAsa
walk-to	pExala_cala_kara_jAne_lAyaka
walk-up	binA_liPta_kA/binA_liPta_kI_imArawa_meM_PlEta/binA_liPta_kI_bahumaFjilI_imArawa/binA_liPta_kA_UzcA_Bavana
walkway	pExala_rAswA
walky-talky	vAkI-tAkI
wallabies	CotA_kafgArU
wallaby	CotA_kafgArU
walled	xIvAra_se_GeranA
wallet	batuA/JolA/parsa
wallets	JolA
walleye	apasArI_wiryakaxqRti
walleyed	BeMgA
wallflower	BiyaYwwapuRpa/vAla_PlAvara/sAmAjika_avasaroM_para_alaga-Walaga_rahane_vAlA/Biwwi_puRpa
walling	xIvAra_sAmagrI
wall-mounted	xIvAra_para_Aropiwa/xIvAra_para_lagAyA_huA
walloped	kode_mAranA
walloper	sAPa_JUTa/jora_se_mArane_vAlA/BArI_anwara_ke_sAWa_jIwane_vAlA
walloping	kode_mAranA/BArI/BArI_hAra
wallop	prahAra/praBAva/kode_mAra/jora_se_mAra/burI_waraha_se_harA
wallops	kode_mAranA
wallowed	lotanA
wallowing	lotanA
wallow	lotane_kA_sWAna/lotanA/jAnavaroM_ke_lotane_se_banA_sWAna/aXamawA/lota/umada_pada/mOja_manA/ladaKadA/KuSa_ho/bahuwAyawa_meM_ho/AwmaxayA
wallows	lotanA
wall-painting	Biwwiciwra/Biwwi_citra
wall-paintings	Biwwiciwra
wall-paperer	xIvAra_para_kAgaja_lagAne_vAlA/vAlapepara_lagAne_vAlA
wallpaperer	xIvAra_para_kAgaja_lagAne_vAlA/vAlapepara_lagAne_vAlA
wallpaper	xIvArI_kAgaja/vAlapepara/xIvAra_para_kAgaja_lagA/vAlapepara_lagA
walls	xIvAra_se_GeranA
wall-to-wall	pure_Parsa_para_biCA_huA/lagAwAra
wall	xIvAra/xIvara/prAcIra/cAraxivArI/Biwwi/bAXA/xIvAra_se_Gera
Wally	mUrKa_vyakwi
walnut	aKarota/aKarota_kI_lakadI
walnuter	aKarota
walnutest	aKarota
walnuts	aKarota
Walpole	vAlapola
walruses	xariyAI_GodA
walrus	xariyAI_GodA/vAlarasa
Walton	vAltana
waltzed	eka_prakAra_kA_nAca
waltz	eka_prakAra_kA_nAca/vAltsa_nqwya/suniSciwa_vijaya/vAltsa_nqwya_kara
waltzer	vAltsa_narwaka
waltzes	eka_prakAra_kA_nAca
waltzing	eka_prakAra_kA_nAca
wamble	luDakawe_hue_cala
wand	daNdA/rAjaxaNda/daNTala/CadI
wandered	GUmanA
wanderer	Gumakkada/ramawA_jogI
wanderers	Gumakkada
wandering	GUmanA/GumAvaxAra/GumanwU/asWira/GumakkadI/AvAragI
wanderlust	BramaNa-lAlasA
wanders	GUmanA
wander	tahala/GUma/XIre-XIre_calA_jA/iXara-uXara_howe_hue_jA/iXara-uXara_howe_hue_baha/iXara-uXara_Bataka/GumAvaxAra_mArga_se_ho_kara_Age_baDa/calA_jA/Bataka/Bataka_jA
wands	daNdA
waned	GatanA
wane	GatAva/hrAsa/Gata
wanes	GatanA
wangle	cAlabAjI/kAma_nikAla/heraPera_kara
wangler	cAlabAja
wangling	cAlabAja/cAlabAjI
waning	GatanA/GatawA_huA/GatAva
wanker	haswamEWunakarwA
wank	haswamEWuna/haswamEWuna_kara
wanly	PIke_Dafga_se
wannabe	bananA_cAhane_vAlA
wannabee	bananA_cAhane_vAlA
wanned	pIlA
wanner	pIlA
wanness	pIlApana/nirvarNawA/avarNawA
wannest	pIlA
wanning	pIlA
wan	pIlA/PIkA/muraJAyA/mlAna/kumhalAyA/halkA/PIkA_pada_jA
wans	pIlA
wanted	cAhanA/vAFCiwa/apekRiwa
wanter	AkAfkRI
wanting	aparyApwa/nAmOjUxa/kama/anupasWiwa/ke_sivA
wantinger	ke_sivA
wantingest	ke_sivA
want	mAzga/kamI/kAmanA/icCA/garIbI/AvaSyakawA/aBilARA/cAha/kI_AvaSyakawA_ho/icCA_kara/cAhiee/AvaSyakawA_ho
wanton	aniyanwriwa/akAraNa/caFcala/vyaBicAriNI/PijUlaKarca_ho_jA/nirxayawApUrNa_vyavahAra_kara/nirarWaka_samaya_barbAxa_kara/kAmukawApUrNa_vyavahAra_kara/barabAxa_kara/Amoxa-pramoxa_kara
wantoned	caFcala
wantoner	caFcala
wantonest	caFcala
wantoning	caFcala
wantonly	svcCanxawApUrvaka/nirxayawApUrvaka
wantonness	unmukwawA/svacCanxawA/bePikrI
wantons	caFcala
wants	cAhanA
want-wit	mUrKa
wantwit	mUrKa
WAN	vEna
WAP-enabled	vEpa-yukwa/vEpa-yukwa
wapiti	vApitI
warbled	gAnA
warble	GatTA/kUja/xruwa_uwAra-caDAva_ke_sAWa_gA/gitakirI_Bara/gA
warbler	AlApa_lene_vAlA/PuxakI/gavEyA
warblers	AlApa_lene_vAlA
warbles	gAnA
warbling	gAnA
Warburg	varbarga
warchouse	mAla_goxAma
war-dance	yuxXa-nqwya
warded	rakRA_karanA
warden	saMrakRaka/vArdana
wardenship	vArdana_paxa
wardens	saMrakRaka
wardership	jela-aXIkRaka_paxa
warder	vArdara/jela-aXIkRaka
warding	rakRA_karanA
ward	nigarAnI/vArda/saMrakRiwa/rogIkakRa/ASriwa/rakRA_kara
wardress	jela-aXIkRikA
wardrobes	vaswrAgAra
wardrobe	vaswrAgAra/vaswra-BaNdAra/kapade/alamArI
wardroom	yuxXa-powa_kA_Bojana-kakRa
wards	rakRA_karanA
wared	sOxA
warehoused	goxAma_meM_raKanA
ware-house	goxAma
warehouse	goxAma/ParnIcara-goxAma/mAla_goxAma/goxAma_meM_mAla_raKa/goxAma_meM_raKa
warehouseman	goxAma-nirIkRaka
warehouser	goxAma-nirIkRaka
warehouses	goxAma_meM_raKanA
warehousing	goxAma_meM_raKanA/mAla-BaNdAraNa
warer	sOxA
ware	sOxA/uwpAxa/sAmAna
wares	sOxA
warest	sOxA
warfares	yuxXa_sWiwi
warfare	yuxXa_sWiwi/yuxXa/safGarRa
war-game	yuxXa-aByAsa/jafgI-Kela
warhead	prakRepAswra/sPotaka_SIrRa
warheads	prakRepAswra
warhorse	ladAkA/purAnA_sipAhI/jafgI_GodA/awyaXika_prayoga_se_mAmUlI_bana_gaI_vaswu/anuBavI_ladAkA
warier	hoSiyAra
wariest	hoSiyAra
warily	cOkasI_se/sawarkawApUrvaka
wariness	sawarkawA/cOkannApana
waring	sOxA
waris	vArisa
warlike	jafgI/yuxXakArI/sAmarika
warliker	jafgI
warlikest	jafgI
warlord	samara-newA
Warlpiri	vArlaparI
warm-blooded	samawApI/niyawawApI/kAmuka/AveSapUrNa
warmed	garma/garama_kiyA_huA
warmer	aXika_garama/garama_karane_kA_sAXana
warmers	garama_karane_kA_sAXana
warmest	garma
warm	garma/snehI/samIpa/joSapUrNa/hArxika/garama/camakIlA/garamI/wapA/garama_kara/garama_ho/garma_kara
warmhearted	garma_xilavAlA/sahqxayawApUrNa
warmheartedness	sneha
warm-hearted	sahqxayawApUrNa
warming	garma/wApaka/URmowpAxaka/garamAhata_xene_vAlA/wApana/garamAhata
warming-pan	azgITI
warmly	uwsAha_se/sneha_se/garmajoSI_se/garama_Dafga_se
warmness	sneha
warmongers	yuxXowwejaka
warmonger	yuxXowwejaka
warms	garma
warmth	garmI/mitraBAva/joSa
warmths	garmI
warm-toned	BAvuka_svarayukwa
warmup	garma
warm-up	garma/vama-apa
warm-weather	garmI_kA
warn	cewAvanI_xe/sAvaXAna_kara/bawalA
warned	cewAvanI_xenA
warning	cewAvanI_xewA/cewAvanIpUrNa/cewAvanI
warninger	cewAvanI
warningest	cewAvanI
warnings	cewAvanI
warns	cewAvanI_xenA
warped	modanA/vikqwa/teDA-meDA
warping	modanA
warps	modanA
warp	wA/wAnA/moda
warrant	aXikAra_pawra/vAraNta/aXipawra/nyAyasafgawa_TaharA/ASvAsana_xe/pramANika_TaharA
warranted	pramANika_TaharAnA/aXipawriwa
warranties	aXikAra
warranting	pramANika_TaharAnA
warrant-officer	vAraMat_aXikArI
warrants	pramANika_TaharAnA
warranty	aXikAra
warren	KaragoSoM_yA_KarahoM_ke_pAlane_kA_bAdA
warrens	KaragoSoM_yA_KarahoM_ke_pAlane_kA_bAdA
war-ridden	yuxXarawa
warring	yuxXarawa
warriorlike	yoxXA_ke_samAna
warriors	yoxXA
warrior	yoxXA/sEnika
warry	cAka_cOkasa
warship	jafgI_jahAja/yuxXa_powa
warships	jafgI_jahAja
wars	yuxXa
wart-hog	KAfgaxAra_jafgalI_suara
wartime	yuxXa-kAla
wartlike	massexAra
wart	massA/gAzTa
war-torn	yuxXagraswa/yuxXa_se_Xvaswa
warts-and-all	guNa-xoRapUrNa
warts	massA
warty	massexAra
war-worn	yuxXa-klAnwa
wary	hoSiyAra/sanxehaSIla/sajaga
war	yuxXa/safGarRa/yuxXa_kara
washables	XulAI_ke_kapade
washable	Xoe_jAne_yogya
wash-and-wear	AsAna_raKarakAva_vAlA/AsAna_raKaraKAva_vAlA_kapadA
washbag	prasAXana_WElI
wash-basin	vASa_besina/cilamacI
washbasin	vASabesina/cilamacI
washboard	prakRAlana-patta
washbowl	cilamacI
wash-bowl	XAvana-pAtra
washcloth	hAWa-muzha_sAPa_karane_kA_kapadA
wash-cloth	XAvana-vastra
washday	kapade_Xone_kA_xina
washed-out	WakA/klAnwa
washed-up	Kawma
washed	XonA/XulA_huA/pAnI_se_sAPa_kiyA_huA
washerman	XobI
washers	XonevAlA
washerwoman	Xobina
washer	XonevAlA/Xone_vAlA/vASiMga_maSIna/vASara
washes	XonA
washhouse	XobIKAnA
washing-powder	XulAI-pAvadara
washing-soda	Xone_kA_sodA
washings	XulAI
Washingtonian	vASiMgtana_kA/vASiMgtana_jEsA/vASiMgtanavAsI
Washington	vASiMgtana
washing-up	Xone_ke_barwana/BojanoparAnwa_barwana_Axi_kI_saPAI/barwana_Xone_kA_kAma
washing	XulAI/XulAI_ke_kapade
wash-out	tAyaz-tAyaz_Pissa/asaPala_vyakwi
washout	XonA/PatAva/baha_jAnA/asaPala_vyakwi
washrag	hAWa-muzha_sAPa_karane_kA_kapadA
washroom	SOcaGara/sArvajanika_SOcaGara
washstand	muMha-hAWa_Xone_kI_meja/vASa_stEMda
washtub	kapade_Xone_kA_taba
washup	snAna/barwana_Axi_XonA
washwoman	Xobina
wash	XulAI_ke_kapade/XulAI/snAna/prakRipwa_havA/powa-warafga/pawalA_lepa/jalarafga_ciwra/baha_jAnA/AvAja/XonA/Xo/Xula/ulIca/sAPa_kara/pawalA_lepa_lagA/paKAra/nahA/jAzca_meM_KarA_uwara/gIlA_kara/bahA_kara_le_jA
washy	PIkA/paniyala
waspish	cidacidA
wasps	wawEyA
wasp	wawEyA
wassailer	salAmawI_kA_jAma_uTAne_vAlA
wassail	maswI_kara
wastage	apavyaya/barbAxI
wastages	apavyaya
waste-basket	raxxI_kI_tokarI
wastebasket	raxxI_tokarI/kacare_kI_tokarI
wastebaskets	raxxI_tokarI
wastebin	kUdAxAna
waste-bin	kUdA-XAnI
wasted	naRta_karanA/vyarWa/nirarWaka/kRINakAya/kqSa/bekAra
wastefuler	hAnikAraka
wastefulest	hAnikAraka
wasteful	hAnikAraka/apavyayI/anAvaSyaka
wastefully	apavyayI_Dafga_se
wastefulness	barabAxI/apavyaya
wasteland	baFjara_BUmi
waster	naRta_karanA/vinASakarwA/barbAxa_karane_vAlA/apavyayI
wastes	naRta_karanA
wastest	naRta_karanA
waste	vyarWa/vIrAna/raxxI/ganxA/baFjara/apaSiRta/raxxI/PijUlaKarcI/nirjana_sWAna/kUdA-karakata/kUdA-kacarA/kUdA/jUTana/barbAxI/baFjara_BUmi/avaSeRa/apavyaya/kRaya/xurUpayoga_kara/vyarWa_kI_kara/gazvA_xe/bekAra_kA_Karca_kara/barbAxa_kara/barabAxa_kara/naRta_kara
wastewater	apaSiRta_jala
wasteweir	aXiplava_mArga
waste-yard	kacare_kA_mExAna
wasteyard	kacare_kA_mExAna
wasting	naRta_karanA/kqSawA/apakRaya
wastrel	apavyayI
was	WA
watchband	GadI_kA_pattA
watchdog	raKavAlA_kuwwA/hiwapraharI
watch-dog	raKavAlI_karane_vAlA_kuwwA
watched	najara
watcher	cOkIxAra/xarSaka/rawajagA_karane_vAlA
watches	najara
watchful	cOkasa/sawarka/nixrAhIna/jAgA_huA
watchfuler	cOkasa
watchfulest	cOkasa
watchfully	sawarkawApUrvaka
watchfulnesses	sAvaXAnI
watchfulness	sawarkawA/sawarka_xqRti/sAvaXAnI
watch	GadI/paharexAra/paharA/cOkasI/najara/XyAna_raKa/xeKa/viSeRa_XyAna_xe/kI_xeKa-reKa_kara/KabaraxAra_raha
watching	najara/paryavekRaNa
watch-maker	GadI_banAne_vAlA
watchmaker	GadI_banAne_vAlA/GadIsAja
watchmakers	GadI_banAne_vAlA
watchman	paharevAlA/cOkIxAra
watchmen	paharevAlA
watch-strap	GadI_kA_pattA
watchstrap	GadI_kA_pattA
watch-tower	burja/paharA_xene_kA_KamBA
watchtower	pahArA_xene_kA_KamBA/paryavekRaNa_burja
watchtowers	pahArA_xene_kA_KamBA
watch-watchband	GadI_kA_pattA
watchword	safkewa_Sabxa/safkewa-Sabxa/nArA
watchwords	safkewa_Sabxa
water-bed	panagaxxA
waterbird	jalapAKI
water-bird	jalapakRI
water-biscuit	pana-biskuta
water-borne	jalavAhiwa/jala-safkrAmaka
waterborne	wErawA_huA/pAnI_ke_rAswe_jAne_vAlA/jalavAhiwa/jalasafkrAmaka/jalaprasAriwa
water-bottle	pAnI_kI_bowalI
waterbuck	xalaxalI_mqga
water-buffalo	BEMsa
water-butt	varRA_kA_pAnI_ekatriwa_karane_kA_pIpA
watercannon	badA_pAipa
water-cannon	pAnI_kI_wopanumA_picakArI
water-closet	SOcaGara
water-colorist	jala-rafga_citrakAra
watercolorist	jalarafga_ciwrakAra
water-color	jalarafga_ciwra/jalarafga
watercolor	pAnI_ke_rafga/jalarafga_ciwra/jalarafga/jalarafgoM_se_ciwrakArI_kara
watercolors	pAnI_ke_rafga
water-colourist	jala-rafga_citrakAra
watercolourist	jalarafga_ciwrakAra
water-colour	jalarafga_ciwra/jalarafga
watercolour	pAnI_ke_rafga/jalarafga_ciwra/jalarafga/jalarafgoM_se_ciwrakArI_kara
water-cooled	jalaSIwiwa
water-cooler	jalaSIwaka
watercourse	nahara/jalamArga
watercraft	nOkOSala/nOkA/nAva
watercress	nIMbuI_pIlA/jalakumBI
waterdog	jalIya_sElAmEMdara
watered	pAnI_AnA/lahariyAxAra_CIMta_vAlA
watered-silk	lahariyAxAra_reSama
waterer	pAnI_xene_vAlA_ladakA/pAnI_sIMcane_vAlA
waterfall	JaranA/jalaprapAwa
waterfalls	JaranA
waterfinder	pAnI_kA_pawA_lagAne_kI_CadI
waterfowl	jalapakRI/jalapAKI
waterfowls	jalapakRI
waterfront	watIya_nagara_BAga/watIya_nagaraBAga
Watergate	vAtarageta
water-hole	jala_vivara
waterhole	jala_vivara/jala_garwikA
water-ice	mITI_baraPI
waterier	jalIya
wateriest	jalIya
wateriness	PIkApana/gIlApana
watering-can	hajArA
watering-hole	jala_vivara
watering	pAnI_AnA
water-insoluble	pAnI_meM_aGulanaSIla
waterlessness	jalaSUnyawA
waterless	sUKA/jalarahiwa/ArxrawArahiwa
water-level	jala-swara/jala-pqRTa
water-lily	nIlakamala
waterline	jalapafkwi/jala_reKA
water-line	jala-reKA
waterlogged	jalAkrAnwa
waterloo	pUrNa_parAjaya
Waterloo	vAtaralU
water-loving	jalapremI
watermain	jala_praNAla
water-man	pAnI_vAlA
waterman	vAtaramEna/nAvika
water-mark	jalAfka
watermark	jalAfka/jala-cinha
water-meadow	jala_siMciwa_GAsa_sWalI
watermelon-shaped	warabUja_ke_AkAra_kA/warabUjAkAra
watermelons	warabUja
watermelon	warabUja
water-mill	panacakkI
water-mint	jalIya_puxInA
water	pAnI/samuxra/jalApUrwi/jala/siMciwa_ho/pAnI_xiKA/pAnI_xe/pAnI_Bara_A/meM_pAnI_milA/meM_pAnI_Bara_A/sIMca/pAnI_A
water-pistol	jala-piswOla
waterpot	kumBa
water-power	jalaSakwi
waterpower	jalaSakwi
waterproofed	jalaroXaka_kapadA/jalasaha
waterproofer	jalaroXaka_kapadA
waterproofest	jalaroXaka_kapadA
waterproofing	jalaroXaka_kapadA/jalasahakaraNa/jalasahakAraka
waterproof	jala_roXaka/jalasaha/jalasaha/barasAwI/jalaroXaka_kapadA/jalasaha_banA_xe
waterproofs	jalaroXaka_kapadA
water-rate	jala_kara
water-rat	panacUhA
water-repellent	jalaniroXaka
water-resistant	jalaprawiroXI/jalaniroXaka
waterscape	jalaxqSya
watershed	jala_viBAjaka/jalaviBAjaka/jalasamBara/EwihAsika_GatanA/AmUla_parivarwana_kAla
waterside	wata/watavarwI_BUBAga
water-skiing	jala_skIiMga
water-ski	jala-ski/jala-ski_kara
waterskin	maSaka
